100,0,174499806,-74.0271038,40.7711667,20140211
100,0,174499805,-74.0271038,40.7711667,20140211
100,0,174494144,-73.9970042,40.7422255,20140211
100,0,174299784,-73.9631254,40.7951595,20140211
100,0,174299783,-73.9631254,40.7951595,20140211
100,0,174299782,-73.9631254,40.7951595,20140211
100,0,174161208,-73.9389213,40.7957399,20140211
100,0,174161207,-73.9389213,40.7957399,20140211
100,0,174161206,-73.9389213,40.7957399,20140211
100,0,174161205,-73.9389213,40.7957399,20140211
100,0,174089829,-74.042868,40.7156746,20140211
100,0,174089828,-74.042868,40.7156746,20140211
100,0,174086739,-74.038981,40.718582,20140211
125,0,174238756,-74.0033939,40.7252304,20140211
125,0,174238755,-74.0033939,40.7252304,20140211
125,0,174238754,-74.0033939,40.7252304,20140211
125,0,174238753,-74.0033939,40.7252304,20140211
125,1,174103311,-74.038981,40.718582,20140211
125,1,174098758,-74.0319347,40.7273799,20140211
150,0,174482065,-73.9068278,40.8485695,20140211
150,0,174474071,-73.9644459,40.6610226,20140211
150,0,174474070,-73.9644459,40.6610226,20140211
150,0,174369521,-73.912822,40.659949,20140211
150,0,174369520,-73.912822,40.659949,20140211
175,0,174493378,-73.8958179,40.7408985,20140211
175,0,174493377,-73.8958179,40.7408985,20140211
175,0,174493376,-73.8958179,40.7408985,20140211
175,0,174493375,-73.8958179,40.7408985,20140211
175,0,174449803,-73.923936,40.6586551,20140211
175,0,174449799,-73.9221323,40.6570041,20140211
175,0,174449798,-73.9221323,40.6570041,20140211
175,0,174024073,-73.936274,40.670214,20140211
175,0,174024072,-73.936274,40.670214,20140211
175,0,174024071,-73.936274,40.670214,20140211
175,0,174024070,-73.936274,40.670214,20140211
200,0,174414990,-73.939068,40.81669,20140211
200,0,174290568,-73.9378181,40.8521531,20140211
200,0,174136234,-73.962451,40.647737,20140211
200,0,174136233,-73.962451,40.647737,20140211
300,0,174031530,-73.9719286,40.7503547,20140211
300,0,174031529,-73.9719286,40.7503547,20140211
300,0,174031528,-73.9719286,40.7503547,20140211
300,0,174020737,-73.9727365,40.7908823,20140211
300,0,174020736,-73.9727365,40.7908823,20140211
300,0,174020735,-73.9727365,40.7908823,20140211
325,0,174444423,-74.0204925,40.792158,20140211
325,0,174444422,-74.0204925,40.792158,20140211
325,0,174444421,-74.0204925,40.792158,20140211
325,0,174158615,-73.953641,40.771021,20140211
325,0,174158614,-73.953641,40.771021,20140211
350,0,174481714,-73.9318247,40.7035154,20140211
350,0,174481713,-73.9318247,40.7035154,20140211
350,0,174456026,-73.954044,40.8213604,20140211
350,0,174456025,-73.954044,40.8213604,20140211
350,0,174456024,-73.954044,40.8213604,20140211
350,0,174030461,-73.9445424,40.8347457,20140211
375,0,174304422,-73.9959418,40.7331237,20140211
375,0,174304421,-73.9959418,40.7331237,20140211
400,0,174454012,-73.908023,40.6978113,20140211
400,0,174454011,-73.908023,40.6978113,20140211
400,0,174454010,-73.908023,40.6978113,20140211
400,0,174336052,-73.9534727,40.7108768,20140211
400,0,174203218,-73.9658845,40.683271,20140211
400,0,174203217,-73.9658845,40.683271,20140211
400,0,174178183,-73.984829,40.68693,20140211
400,0,174178182,-73.984829,40.68693,20140211
400,0,174178181,-73.984829,40.68693,20140211
400,0,174178180,-73.984829,40.68693,20140211
425,0,174335519,-74.0700573,40.7213779,20140211
450,0,174449795,-73.955826,40.692993,20140211
450,0,174449794,-73.955826,40.692993,20140211
450,0,174224013,-73.961611,40.682375,20140211
450,0,174224012,-73.961611,40.682375,20140211
450,0,174224011,-73.961611,40.682375,20140211
450,0,174224010,-73.961611,40.682375,20140211
450,0,174013632,-73.9380217,40.8555154,20140211
450,0,174013631,-73.9380217,40.8555154,20140211
450,0,174012452,-73.9377895,40.6884252,20140211
450,0,174012451,-73.9377895,40.6884252,20140211
450,0,174012450,-73.9377895,40.6884252,20140211
450,0,174012449,-73.9377895,40.6884252,20140211
475,0,174398459,-73.90636,40.6939149,20140211
500,0,174493362,-73.9345041,40.7667933,20140211
500,0,174493361,-73.9345041,40.7667933,20140211
500,0,174493360,-73.9345041,40.7667933,20140211
500,0,174492638,-73.9642317,40.68024,20140211
500,0,174491989,-74.082483,40.722564,20140211
500,0,174491988,-74.082483,40.722564,20140211
500,0,174491987,-74.082483,40.722564,20140211
500,0,174489110,-74.0891344,40.6452165,20140211
500,0,174479932,-74.0359291,40.7433411,20140211
500,0,174479931,-74.0359291,40.7433411,20140211
500,0,174463202,-73.89597,40.742471,20140211
500,0,174444959,-73.887664,40.839912,20140211
500,0,174410919,-73.9892929,40.731401,20140211
500,0,174410918,-73.9892929,40.731401,20140211
500,0,174410917,-73.9892929,40.731401,20140211
500,0,174185844,-73.9536626,40.6821216,20140211
500,0,174185843,-73.9536626,40.6821216,20140211
500,0,174023504,-73.926162,40.701644,20140211
500,0,174023503,-73.926162,40.701644,20140211
500,0,174023502,-73.926162,40.701644,20140211
500,0,174019118,-74.0004068,40.6546269,20140211
500,0,174019117,-74.0004068,40.6546269,20140211
500,0,174019116,-74.0004068,40.6546269,20140211
500,0,174019115,-74.0004068,40.6546269,20140211
500,0,174016934,-74.044506,40.844081,20140211
500,0,174016933,-74.044506,40.844081,20140211
500,0,174016931,-74.044506,40.844081,20140211
525,0,174489860,-74.0540275,40.7511147,20140211
550,0,174494311,-73.9885395,40.7577352,20140211
550,0,174494310,-73.9885395,40.7577352,20140211
550,0,174494309,-73.9885395,40.7577352,20140211
550,0,174456090,-73.988006,40.704106,20140211
550,0,174456089,-73.988006,40.704106,20140211
575,0,174487840,-73.9084971,40.6818161,20140211
575,0,174487839,-73.9084971,40.6818161,20140211
575,0,174487838,-73.9084971,40.6818161,20140211
575,0,174487837,-73.9084971,40.6818161,20140211
575,0,174456091,-73.9780683,40.7868982,20140211
575,0,174381918,-73.8989893,40.8210555,20140211
575,0,174314588,-73.913308,40.684521,20140211
575,0,174314587,-73.913308,40.684521,20140211
575,0,174314586,-73.913308,40.684521,20140211
575,0,174199456,-73.9830695,40.730644,20140211
575,0,174199454,-73.9830695,40.730644,20140211
575,0,174199453,-73.9830695,40.730644,20140211
575,0,174199452,-73.9830695,40.730644,20140211
600,0,174496785,-73.9853331,40.7144197,20140211
600,0,174494307,-73.916019,40.814734,20140211
600,0,174494306,-73.916019,40.814734,20140211
600,0,174494305,-73.916019,40.814734,20140211
600,0,174494304,-73.916019,40.814734,20140211
600,0,174489199,-73.93726,40.7055211,20140211
600,0,174489198,-73.93726,40.7055211,20140211
600,0,174489197,-73.93726,40.7055211,20140211
600,0,174484503,-73.8977693,40.7108476,20140211
600,0,174466371,-73.954128,40.690855,20140211
600,0,174466370,-73.954128,40.690855,20140211
600,0,174466369,-73.954128,40.690855,20140211
600,0,174466368,-73.954128,40.690855,20140211
600,0,174465765,-73.9793931,40.7845194,20140211
600,0,174383736,-73.9597047,40.6548502,20140211
600,0,174383735,-73.9597047,40.6548502,20140211
600,0,174298839,-73.9242411,40.694429,20140211
600,0,174298838,-73.9242411,40.694429,20140211
600,0,174298837,-73.9242411,40.694429,20140211
600,0,174298836,-73.9242411,40.694429,20140211
600,0,174206123,-73.9546231,40.6718795,20140211
600,0,174184202,-73.9468719,40.8315327,20140211
600,0,174161152,-74.0019799,40.8083933,20140211
600,0,174127995,-73.907507,40.704156,20140211
600,0,174127994,-73.907507,40.704156,20140211
600,0,174039261,-73.9104228,40.655817,20140211
600,0,174039260,-73.9104228,40.655817,20140211
600,0,174010162,-73.936234,40.705868,20140211
600,0,174010161,-73.936234,40.705868,20140211
600,0,174010160,-73.936234,40.705868,20140211
600,0,173991658,-73.907657,40.7027935,20140211
600,0,173991657,-73.907657,40.7027935,20140211
600,0,173991656,-73.907657,40.7027935,20140211
600,0,173988775,-73.9515657,40.7287043,20140211
600,0,173988774,-73.9515657,40.7287043,20140211
600,0,173988773,-73.9515657,40.7287043,20140211
600,0,173988772,-73.9515657,40.7287043,20140211
600,1,173994694,-74.0341786,40.7394363,20140211
600,1,173994693,-74.0341786,40.7394363,20140211
600,1,173994692,-74.0341786,40.7394363,20140211
625,0,174482921,-73.8554304,40.8374429,20140211
625,0,174482920,-73.8554304,40.8374429,20140211
625,0,174482919,-73.8554304,40.8374429,20140211
625,0,174482918,-73.8554304,40.8374429,20140211
625,0,174346379,-73.9370178,40.7263212,20140211
625,0,174346378,-73.9370178,40.7263212,20140211
625,0,174346377,-73.9370178,40.7263212,20140211
