250,0,156010864,-73.9341384,40.6662689
400,1,156191611,-74.0280314,40.6235987
600,1,156132530,-73.885247,40.8171156
600,1,155859006,-73.864986,40.830057
650,1,156191826,-73.876616,40.668268
650,1,155983740,-74.094306,40.699485
675,0,156073176,-74.0442199,40.7534696
700,0,156359436,-73.9962869,40.8173746
700,0,156269991,-74.0913508,40.6978676
700,1,156322943,-73.8650223,40.8523466
725,1,156302825,-74.0913508,40.6978676
750,0,156088598,-73.9213909,40.7668984
750,0,156065001,-74.0477845,40.7418698
750,1,156381168,-73.8586761,40.7312405
750,1,156175848,-73.9550579,40.6166089
750,1,156169277,-74.0669273,40.7200151
750,1,156081836,-74.075847,40.705658
750,1,156024116,-74.013572,40.627728
775,0,156287926,-74.0592224,40.7311406
775,1,156154851,-74.0333938,40.7297267
775,1,156121757,-74.0911903,40.635441
775,1,155987045,-73.8863511,40.8522833
800,0,156352201,-74.0193823,40.7813828
800,0,156100234,-73.9094936,40.8148263
800,0,156057722,-74.066636,40.72134
800,1,156446695,-73.909785,40.8116249
800,1,156366151,-74.067469,40.724409
800,1,156307804,-73.909205,40.847112
800,1,156092394,-74.1099575,40.6737869
800,1,156092393,-74.1099575,40.6737869
800,1,156092390,-73.9921247,40.8199176
800,1,155987456,-74.0855594,40.7099459
850,0,156479176,-74.0785661,40.7188084
850,0,156477896,-74.0413043,40.75818
850,0,156353745,-73.863788,40.813916
850,0,156302937,-73.8782345,40.8286684
850,0,156202294,-73.8666882,40.8544745
850,0,156190186,-74.0897119,40.8479462
850,0,156019685,-73.9766,40.7775
850,0,155875298,-73.878271,40.82762
850,1,156312905,-74.0721618,40.7330922
850,1,156312167,-73.909952,40.693109
850,1,156290171,-73.9450638,40.8084844
850,1,156161114,-74.072749,40.720451
850,1,155983743,-74.094378,40.699575
875,0,156359880,-73.9589626,40.6393114
875,0,156214146,-74.048243,40.737356
875,0,156072682,-73.904534,40.854318
875,1,156438178,-74.079683,40.725331
875,1,155875814,-73.8639395,40.8400431
900,0,156473230,-74.0118654,40.7797764
900,0,156291374,-73.9846775,40.8238651
900,0,155996836,-73.9550588,40.6185637
900,0,155891155,-74.054502,40.736561
900,1,156450011,-73.9184584,40.8255759
900,1,156449899,-73.8872389,40.815497
900,1,156448123,-74.0916719,40.7077556
900,1,156438162,-74.0815727,40.7163494
900,1,156432578,-74.0729413,40.7364133
900,1,156421312,-74.0911172,40.6922551
900,1,156419523,-74.054502,40.736561
900,1,156411462,-74.08466,40.710958
900,1,156303090,-73.9565951,40.644073
900,1,156302936,-73.8838506,40.8563728
900,1,156220107,-74.0432209,40.7628769
900,1,156214810,-74.023956,40.642327
900,1,156203106,-73.890091,40.818787
900,1,156184649,-74.0152166,40.7884216
900,1,156102506,-73.866385,40.837587
900,1,156016922,-74.094266,40.7040217
900,1,155875477,-74.0799232,40.7001749
925,0,156462586,-73.9908251,40.8215096
925,0,156448973,-73.9591805,40.6521402
925,0,156385571,-74.027822,40.77769
925,0,156355161,-74.0283931,40.7775075
925,0,156032648,-73.986807,40.822474
925,0,155885270,-73.863207,40.855635
925,1,156465959,-74.0139377,40.7798998
925,1,156463648,-73.9591347,40.6775241
925,1,156450198,-73.9046485,40.8466752
925,1,156443596,-74.038019,40.846603
925,1,156438169,-74.0684135,40.7245842
925,1,156322988,-74.052662,40.750006
925,1,156283016,-74.035575,40.7645636
925,1,156088229,-74.0346721,40.764201
925,1,156072798,-73.921456,40.810477
925,1,156072525,-73.905815,40.82697
925,1,155902648,-73.8871895,40.8525257
950,0,156448799,-74.0074543,40.8096491
950,0,156447930,-73.9141638,40.6236717
950,0,156426124,-74.032608,40.847335
