500,1,152707467,-74.057962,40.8251801
500,2,152685259,-73.9448524,40.6793658
575,0,153230587,-73.912569,40.700358
650,1,153192596,-73.8614015,40.6792208
650,1,153177281,-73.953433,40.6682216
700,0,152676423,-73.926581,40.688448
700,1,153204294,-74.0238083,40.7750379
725,1,152800479,-74.0913508,40.6978676
750,1,153236904,-73.9601075,40.6457609
750,1,153111460,-73.8650223,40.8523466
775,2,153078310,-73.9807083,40.8546761
775,3,153069470,-73.9333718,40.6522567
800,0,153254007,-74.019646,40.7758143
800,0,153059930,-73.918016,40.853268
800,0,152950836,-74.0922068,40.7019909
800,0,152944123,-74.042757,40.757598
800,0,152789989,-74.045405,40.746054
800,0,152770820,-73.9094936,40.8148263
800,1,153230522,-74.057102,40.748651
800,1,152945171,-74.039502,40.756227
800,1,152870817,-73.8871895,40.8525257
800,1,152869163,-73.9113285,40.8379633
800,1,152628577,-74.075847,40.705658
800,2,153259510,-73.958492,40.7436982
800,2,152687437,-73.9004686,40.6738318
800,3,153262939,-74.078109,40.705461
825,0,153196826,-74.073223,40.730038
825,0,153152287,-74.0357192,40.7644798
825,0,153107008,-74.0357,40.7645
825,0,153011603,-74.035988,40.7647066
825,1,153252456,-74.093588,40.691113
825,1,153012983,-73.9041654,40.8121343
850,0,153177824,-73.995749,40.749052
850,0,153177693,-73.8666882,40.8544745
850,0,153059937,-73.9176819,40.8346089
850,0,153003194,-73.8682422,40.8509271
850,0,152786408,-74.0412612,40.7564805
850,0,152785162,-74.0028482,40.8262915
850,0,152642667,-74.06182,40.712852
850,1,153271266,-74.094378,40.699575
850,1,152997435,-74.1044285,40.6880699
850,1,152996003,-74.0672419,40.7298479
850,1,152802681,-73.8724025,40.7439488
850,2,153285146,-74.0954932,40.6928583
850,2,153259452,-74.095587,40.693186
850,2,152696790,-73.946653,40.8265434
875,0,153272925,-73.8646749,40.8439639
875,0,152747361,-73.861603,40.848547
875,0,152696893,-74.0681548,40.729355
875,0,152685290,-74.0500135,40.739064
875,1,153133571,-73.922516,40.831633
875,1,152979045,-73.9147957,40.8360112
875,1,152938962,-74.001309,40.798355
875,1,152925448,-73.9931168,40.8187961
875,1,152697302,-73.9363568,40.798935
875,1,152668004,-74.0780589,40.7094015
875,2,153286881,-74.084574,40.7174812
